URL,Position,Company,Location,Job_Description
https://jooble.org/jdp/35737038302148202,Fullstack Software Engineer,"TWO95 International, Inc",Malaysia,"Requirements 

 Benefits"
https://jooble.org/jdp/-6686928537689065395,Fullstack Software Engineer,BLAST,Denmark,"Requirements 
 Play a key role in every aspect of the development process.  Partner with stakeholders and product managers to define and deliver highly-scalable solutions.  Build and deploy products and services based on the newest cloud technologies.  Identify opportunities to improve our existing systems continuously.  Be responsible, keep the scope and deliver iteratively.  Discover and introduce new technologies to BLAST. 

 Benefits 
 An opportunity to help build a new product offering, without a lot of legacy.  Working on a wide array of gaming-related projects.  Competitive salary package.  A varied workday with a team of awesome colleagues.  Time to innovate and research technologies and learn new things."
https://jooble.org/jdp/-9129249259912447175,Full Stack Software Engineer,Pinnacle Group,"McLean, VA","Job Title: Associate Java Full Stack Developer 
Location: Mclean, VA (Fully Onsite)
Duration: Contract TO HIRE
Job id – 175603
Must Have Qualifications: 
Ideal candidate will have a strong software development background with hands-on experience in Java, SQL and Angular, along with the ability to contribute in a development capacity. 
Excellent communication skills are essential and prior experience with Freddie Mac is highly preferred. 
Candidate should have at least 2 years of relevant experience with 3+ years preferred. 
Qualifications 
• 3+ years’ experience in Information Technology. 
• Bachelor’s degree in computer science, Information Systems or other related field or 
equivalent working experience. 
Experience with the below is required: 
• Hands-on experience in design, implementation and production support of Java/J2EE 
applications, Angular, Java Script, Python, AWS, relational databases, SQL, GitHub Co
Pilot. 
• Hands-on experience in Spring Framework (Spring Boot), CI/CD frameworks, Apigee, 
Autosys/Shell scripting. 
• Hands-on Selenium and/or Cypress development experience, for test automation. 
• Strong technical and analytical skills with the ability to analyze system functionality with 
customers and resolve production issues. 
• Experience in applying Object Oriented Analysis and Design principles. 
• Practical experience designing and building enterprise and/or distributed systems. 
• Demonstrates ability to analytically address complex problems, process critical data, 
establish facts and draw quality conclusions. 
• Ability to work well under pressure, some tight deadlines and with ambiguity on some 
projects. 
• Experience with systems and software architecture.
About PTR Global: PTR Global is a leading provider of information technology and workforce solutions. PTR Global has become one of the largest providers in its industry, with over 5000 professionals providing services across the U.S. and Canada. For more information visit www.ptrglobal.com
At PTR Global, we understand the importance of your privacy and security. We NEVER ASK job applicants to:Pay any fee to be considered for, submitted to, or selected for any opportunity.Purchase any product, service, or gift cards from us or for us as part of an application, interview, or selection process.Provide sensitive financial information such as credit card numbers or banking information. Successfully placed or hired candidates would only be asked for banking details after accepting an offer from us during our official onboarding processes as part of payroll setup.Pay Range: $55-60/hr.
The specific compensation for this position will be determined by several factors, including the scope, complexity, and location of the role, as well as the cost of labor in the market; the skills, education, training, credentials, and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits, including medical, dental, vision, and 401K contributions, as well as PTO, sick leave, and other benefits mandated by applicable state or localities where you reside or work.
If you receive a suspicious message, email, or phone call claiming to be from PTR Global, do not respond or click on any links. Instead, contact us directly at Show phone number. To report any concerns, please email us at View email address on  jobs.pinnacle1.com
Add your LinkedIn Hashtag at end of the job description
#LI-HY1"
https://jooble.org/jdp/1626950809676767428,Full Stack Software Engineer,Intelliforce-IT Solutions Group,"Annapolis Junction, MD","Full Stack Software Engineer — Data Analytics Team 

 Design and deliver custom applications that help mission teams understand complex operational data and improve decision making  Build analytics pipelines that pull information from multiple classified systems  Create interactive dashboards and visualizations that reveal trends in raw data  Meet directly with mission users to understand challenges and translate them into technical solutions  Build end-to-end capabilities from backend data processing to frontend visualizations  Support deployed tools and refine them based on real user feedback  Collaborate with other analytics teams to share techniques, improve tooling, and strengthen mission support 
 Clearance:  Top Secret Clearance with Full Scope Polygraph, must be active. We do not have the ability to sponsor clearances  Citizenship:  Must be a U.S. Citizen. We cannot sponsor visas  Bachelor’s degree in a technical discipline from an accredited college or university and twelve years of software engineering experience supporting programs of similar scope, type, and complexity  Four additional years of relevant experience may substitute for a bachelor’s degree 
 Strong experience developing in Python, particularly for data processing and transformation  Experience building frontend web applications using JavaScript or TypeScript with React  Experience working in large-scale or big data environments  Experience administering or developing on Linux systems  Ability to work directly with mission customers to understand needs and deliver solutions  Experience architecting and implementing solutions end-to-end  Strong problem-solving skills in dynamic, rapidly changing environments 
 Experience developing in cloud environments such as AWS  Familiarity with additional languages or frameworks such as Java, FastAPI, Angular, or Spring Boot  Interest in mentoring junior engineers and sharing knowledge across teams  Knowledge of AI and ML concepts and big data tools such as DuckDB, Polars, Pandas, or Spark  Compensation Range: $203,000.00 - $260,000.00 
*The salary range provided reflects an estimate based on current market trends and may be adjusted based on factors such as the candidate's experience, skills, and qualifications. The final offer will be tailored after a thorough evaluation of the candidate’s background and suitability for the role. Please note that this range is intended as a guideline and is subject to flexibility. 
 Why Intelliforce? Because you matter—your work, your growth, and your well-being. 
 At Intelliforce, we don’t just push the boundaries of technology—we partner with some of the most mission-driven teams in defense and beyond to solve challenges that truly matter. As a Systems Engineer here, you won’t just contribute to projects—you’ll help shape outcomes that make a real-world impact. 
 We also know that great work starts with a great environment. That’s why we invest in you: 

  Ample PTO  to rest and recharge—plus all federal holidays and your birthday off, just because."
https://jooble.org/jdp/5664011725804417565,Software Engineer - Full Stack Engineer,GDIT,Florida,"Responsibilities for this Position  Location:  USA FL MacDill AFB 
 Full Part/Time:  Full time 
 Job Req:  RQ218231
 Type of Requisition: 
 Regular 
 Clearance Level Must Currently Possess: 
 Secret 
 Clearance Level Must Be Able to Obtain: 
 Secret 
 Public Trust/Other Required: 
 None 
 Job Family: 
 Software Engineering 
 Job Qualifications: 
 Skills: 
 Agile Project Management, C++ Programming Language, Hyper Text Markup Language (HTML), Python (Programming Language)
 Certifications: 
 None 
 Experience: 
3 + years of related experience 
 US Citizenship Required: 
 Yes 
 Job Description: 
 We are seeking a  Full Stack Engineer  professional-to support an internet-based social media program in  Tampa, FL  . In this role, you will be responsible for developing, coding, and maintaining tools and applications that streamline the dissemination and tracking of content to targeted audiences. These tools will facilitate content creation, translation, approval, and publication, as well as enable the collection and analysis of metrics, user comments, and feedback. Additionally, you will support the testing and verification of products to ensure they meet all requirements. 
 Key Responsibilities 
 Collaborate with a team of developers, data engineers, and data scientists to create web applications supporting internet and social media operations.  Participate in Agile project management practices to support all phases of the Software Development Lifecycle (SDLC).  Utilize tools like Confluence, Jira, and Slack to manage tasks, assignments, and team collaboration.  Develop web applications using  Django/Python  on Linux, deployed in  AWS  , with  MySQL  and  Redshift  databases.  Work with  JavaScript  or  TypeScript  and develop front-end applications using  React.js  .  Review project designs to ensure they deliver robust, scalable solutions while integrating and learning new technologies as needed.  Build and operate scalable, secure systems in the  AWS  environment. 
 Qualifications 
 Education:  Bachelor's degree in Computer Science or a related field, or equivalent work experience.  Clearance:  Minimum  Secret Clearance  required candidates with active TS/SCI eligibility preferred. Accepted candidates will be submitted for TS/SCI clearance.  Certifications:  Active  Security+ certification required.  Technical Expertise:  Experience with Python and Django (familiarity with this framework is useful).  Experience with JavaScript/Typescript and at least one frontend framework such as Alpine.js, Vue.js, or React.js 1+ years of relevant experience. 
 Desired Skills 
 Proficiency in  Ruby on Rails  .  Hands-on experience with AWS is highly desired.  Location: 
 On Customer Site - Tampa, FL  Citizenship Required: 
 US Citizenship 
 The likely salary range for this position is $93,500 - $126,500. This is not, however, a guarantee of compensation or salary. Rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range. 
 Scheduled Weekly Hours: 
40
 Travel Required: 
 Less than 10%
 Telecommuting Options: 
 Onsite 
 Work Location: 
 USA FL MacDill AFB 
 Additional Work Locations: 
 Total Rewards at GDIT: 
 Our benefits package for all US-based employees includes a variety of medical plan options, some with Health Savings Accounts, dental plan options, a vision plan, and a 401(k) plan offering the ability to contribute both pre and post-tax dollars up to the IRS annual limits and receive a company match. To encourage work/life balance, GDIT offers employees full flex work weeks where possible and a variety of paid time off plans, including vacation, sick and personal time, holidays, paid parental, military, bereavement and jury duty leave. To ensure our employees are able to protect their income, other offerings such as short and long-term disability benefits, life, accidental death and dismemberment, personal accident, critical illness and business travel and accident insurance are provided or available. We regularly review our Total Rewards package to ensure our offerings are competitive and reflect what our employees have told us they value most. 
 We are GDIT. A global technology and professional services company that delivers consulting, technology and mission services to every major agency across the U.S. government, defense and intelligence community. Our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. We operate across 50 countries worldwide, offering leading capabilities in digital modernization, AI/ML, Cloud, Cyber and application development. Together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology. 
 Join our Talent Community to stay up to date on our career opportunities and events at 
 gdit.com/tc. 
 Equal Opportunity Employer / Individuals with Disabilities / Protected Veterans 

We are seeking a  Full Stack Engineer  professional-to support an internet-based social media program in  Tampa, FL  . In this role, you will be responsible for developing, coding, and maintaining tools and applications that streamline the dissemination and tracking of content to targeted audiences. These tools will facilitate content creation, translation, approval, and publication, as well as enable the collection and analysis of metrics, user comments, and feedback. Additionally, you will support the testing and verification of products to ensure they meet all requirements. 

  Key Responsibilities   

  Collaborate with a team of developers, data engineers, and data scientists to create web applications supporting internet and social media operations.  Participate in Agile project management practices to support all phases of the Software Development Lifecycle (SDLC).  Utilize tools like Confluence, Jira, and Slack to manage tasks, assignments, and team collaboration.  Develop web applications using  Django/Python  on Linux, deployed in  AWS  , with  MySQL  and  Redshift  databases.  Work with  JavaScript  or  TypeScript  and develop front-end applications using  React.js  .  Review project designs to ensure they deliver robust, scalable solutions while integrating and learning new technologies as needed.  Build and operate scalable, secure systems in the  AWS  environment.   

  Qualifications   

  Education:  Bachelor's degree in Computer Science or a related field, or equivalent work experience.  Clearance:  Minimum  Secret Clearance  required candidates with active TS/SCI eligibility preferred. Accepted candidates will be submitted for TS/SCI clearance.  Certifications:  Active  Security+ certification required.  Technical Expertise:    Experience with Python and Django (familiarity with this framework is useful).  Experience with JavaScript/Typescript and at least one frontend framework such as Alpine.js, Vue.js, or React.js 1+ years of relevant experience.   

  Desired Skills   

  Proficiency in  Ruby on Rails  .  Hands-on experience with AWS is highly desired.   

  Location:   

  On Customer Site - Tampa, FL   

  Citizenship Required:   

  US Citizenship   

The likely salary range for this position is $93,500 - $126,500. This is not, however, a guarantee of compensation or salary. Rather, salary will be set based on experience, geographic location and possibly contractual requirements and could fall outside of this range. 

  Scheduled Weekly Hours:   
 40 

  Travel Required:   
Less than 10% 

  Telecommuting Options:   
Onsite 

  Work Location:   
USA FL MacDill AFB 

  Additional Work Locations:   

  Total Rewards at GDIT:   
Our benefits package for all US-based employees includes a variety of medical plan options, some with Health Savings Accounts, dental plan options, a vision plan, and a 401(k) plan offering the ability to contribute both pre and post-tax dollars up to the IRS annual limits and receive a company match. To encourage work/life balance, GDIT offers employees full flex work weeks where possible and a variety of paid time off plans, including vacation, sick and personal time, holidays, paid parental, military, bereavement and jury duty leave. To ensure our employees are able to protect their income, other offerings such as short and long-term disability benefits, life, accidental death and dismemberment, personal accident, critical illness and business travel and accident insurance are provided or available. We regularly review our Total Rewards package to ensure our offerings are competitive and reflect what our employees have told us they value most. 

We are GDIT. A global technology and professional services company that delivers consulting, technology and mission services to every major agency across the U.S. government, defense and intelligence community. Our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. We operate across 50 countries worldwide, offering leading capabilities in digital modernization, AI/ML, Cloud, Cyber and application development. Together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology. 

Join our Talent Community to stay up to date on our career opportunities and events at 
 gdit.com/tc. 

Equal Opportunity Employer / Individuals with Disabilities / Protected Veterans"
https://jooble.org/jdp/-853849356346642096,Full Stack Software Engineer,Cgi Technologies Corporation,"Nashville, TN",
https://jooble.org/jdp/3914780457522772290,Full-stack Software Engineer - Connectors,Neo4j,Remote,"About Neo4j: 

 Our Vision: 

 The Role: 

 Build front-ends for connectors or integrations that require user interaction  Be part of designing and architecting connectors for the Neo4j database  Build and maintain new and existing connectors for various technologies  Design new streaming/data ingestion APIs to make Neo4j faster and easier to use for our customers  When necessary work across teams to enhance our core database features  What You'll bring to this role: 

 Distributed event streaming platforms, such as Apache Kafka or similar products,  Data processing and analytics platforms, such as Apache Spark, Apache Beam or their derivatives,  Data warehouses in the cloud, such as AWS Redshift, GCP Bigquery and Azure Synapse, etc.  Nice-to-have:  Experience with graph databases such as Neo4j or other SQL/NoSQL databases  Experience with distributed event streaming platforms, such as Apache Kafka or similar products  We encourage you to apply even if you don’t have experience across all of these areas since the team has a mix of different skills.  Why Join Neo4j?
 Neo4j is one of the fastest-scaling technology companies in this industry. It  recently surpassed $200M  in annual recurring revenue (ARR), doubling its ARR  over the past three years.  Raised the biggest funding round in database history ($325M Series F). Backed by world-class investors like Eurazeo, GV (formerly Google Ventures), and Inovia Capital, Neo4j has raised over $600M in funding and is currently valued at over $2Bn. This puts Neo4j among the most well-funded database companies in history. 84% of the Fortune 100 and 58% of the Fortune 500 use Neo4j. Examples include  Boston Scientific  ,  BT Group  ,  Caterpillar  ,  Cisco  ,  Comcast  ,  Department for Education UK  ,  eBay  ,  NBC News  ,  Novo Nordisk  ,  Worldline  , and  others  .  Co-founder and CEO Emil Eifrem has built an amazing culture that prides itself on relationships, inclusiveness, innovation, and customer success.  Countless  industry awards  . Massive enterprises and individual developers/data scientists love Neo4j. A strong sense of community and ecosystem is built around the platform.  A recent Forrester Total Economic Impact™ Study cited Neo4j as delivering 417% ROI to customers.  Neo4j was named as a Visionary in the 2023 Gartner® Magic Quadrant™ for Cloud Database Management Systems among 19 other recognized global DBMS vendors. Neo4j was also ranked as a Strong Performer among 14 top vendors in The Forrester Wave™: Vector Databases, Q3 2024. 

 Neo4j Values:"
https://jooble.org/jdp/4959878210166287068,Full Stack Software Engineer - Control Plane,Clickhouse,Remote,"About ClickHouse   

   Build ClickHouse Cloud interfaces, dashboards, and consoles - Design and build mission-critical processes that literally keep the lights on.    Create with purpose. Have a reason and rationale for the decisions you make throughout the creative process to empower you and the rest of the team to present our ideas and sell our solutions to various peers and stakeholders.    Deliver frameworks and platforms that are secure, efficient, mature, and highly available that abstract away infrastructure complexity.    Partner with multi-disciplinary teams to define business strategies, user needs, and optimal solutions    Integrate with a variety of systems (Billing, Metering, Logging, Monitoring, Support, etc…)  
  5+ years of relevant software development industry experience building front-end systems running on the cloud    Full Stack coding experience: React, TypeScript, Serverless, Node.JS (Proficiency in multiple languages encouraged)   Experience leading and shipping large scope technical projects in collaboration with multiple experienced engineers    You are a full-cycle developer: strong ownership of your code quality and experience building and operating high-scale, distributed systems across the full software life cycle    Expertise with a public cloud provider (AWS, GCP, Azure) and their infrastructure as a service offering    You have excellent communication skills and the ability to work well within a team and across engineering teams    You are a strong problem-solver and have solid production debugging skills    You thrive in a fast-paced environment and see yourself as a partner with the business with the shared goal of moving the business forward    You have a high level of responsibility, ownership, and accountability   

 Compensation   

  Perks     Flexible work environment  - ClickHouse is a globally distributed company and remote-friendly. We currently operate in 20 countries.    Healthcare  - Employer contributions towards your healthcare.    Equity in the company  - Every new team member who joins our company receives stock options.    Time off  - Flexible time off in the US, generous entitlement in other countries.    A $500 Home office setup  if you’re a remote employee.    Global Gatherings – We believe in the power of in-person connection and offer opportunities to engage with colleagues at company-wide offsites."
https://jooble.org/jdp/-3062939832076762007,Fullstack Software Engineer,Insight Global,"Urbandale, IA","ERROR: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.GDU7fA[data-test-name=""_jobDescriptionBlock""]""}
  (Session info: chrome=147.0.7727.101); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
#0 0x565484ab4afa <unknown>
#1 0x5654844b6265 <unknown>
#2 0x565484508f76 <unknown>
#3 0x5654845091b1 <unknown>
#4 0x5654845547d4 <unknown>
#5 0x565484551969 <unknown>
#6 0x5654844fc5cf <unknown>
#7 0x5654844fd391 <unknown>
#8 0x565484a79fdb <unknown>
#9 0x565484a7cf9d <unknown>
#10 0x565484a66798 <unknown>
#11 0x565484a7db30 <unknown>
#12 0x565484a4d210 <unknown>
#13 0x565484aa1d48 <unknown>
#14 0x565484aa1f18 <unknown>
#15 0x565484ab356e <unknown>
#16 0x7f613449caa4 <unknown>
#17 0x7f6134529c6c <unknown>
"
https://jooble.org/jdp/-8835398786886130315,Full Stack Software Engineer,Belay Technologies,Maryland,"Belay Technologies is seeking a Software Engineer to join our Intel team. This high-priority position offers direct support to the RECON team within CNO, focusing on solutions that deliver immediate operational impact. You will operate in a highly collaborative capacity, working across multiple product teams to design and implement mission-critical solutions. This is a high-speed, rapidly changing environment where direct customer interaction provides new challenges and excellent opportunities for continuous learning and professional growth. Success in this role requires a proactive approach to problem-solving and a dedication to delivering measurable value in a fluid mission landscape. 
 Responsibilities:  Integrate and contribute to a diverse set of teams, systems, and technology stacks.  Gather requirements and make improvements to existing corporate tools.  Understand the customers’ mission, collaborate with team members, gather user requirements, and quickly develop solutions.  Design and create reliable, intuitive user interfaces and workflows.  Independently drive feature development taking ownership of the entire development lifecycle.  Candidates should have the following qualifications:  TS/SCI Clearance with polygraph 8 yrs., B.S. in a technical discipline or 4 additional yrs. in place of B.S.  Candidates are required to have the following skills:  Technology flexibility, demonstrated by experience developing across the stack (UI/UX, middleware/API, back-end, and DevOps), and a willingness to use any necessary technology to achieve the solution.  Experience developing with at least one UI framework (React, Vue, Angular).  Experience writing scripts and services in Python.  RESTful web application experience using both Spring Boot and Python.  Familiarity with Relational Databases (Postgres, SQLite, etc.).  Familiarity with GitLab (CI/CD).  Candidates are desired to have the following skills:  Prior CNO experience.  Knowledge of end-to-end SIGINT collection and analysis systems  Excellent written and verbal communication skills.  Perks and Benefits: 8 weeks paid leave - 4 weeks of personal leave, 3 Yay! days, take off on your birthday,11 paid holidays and optional leave up to 6 days through Belay's volunteer program 10% matching in 401(k) contributions vested on day one $5,000 annual training/tuition  Student Loan Repayment Program 100% company-funded HSA  Rich medical coverage (100% coinsurance)  Dental coverage including orthodontia  Up to $420,000 in life insurance, premiums 100% company funded  Amazon Prime, gym reimbursement, monthly lunches, games and prizes  Pet adoption program, generous referral bonus program, fun events, and more!  
 At Belay, we are committed to creating an environment where you can thrive both professionally and personally.  We believe in transparency and fairness in compensation. Several factors influence final salary including, but not limited to, geographic location, Federal Government contract labor categories and contract wage rates, relevant prior work experience, education, specific skills and competencies and certifications. Belay offers a competitive total compensation package that includes benefits and perks, a flexible work-life balance, and career development. 
 Salary Range: $70,000 to $190,000
 Belay Technologies is a certified Service-Disabled Veteran-Owned Small Business located in Columbia, Maryland (Baltimore/Washington area). Belay Technologies specializes in systems automation and full stack development. Belay Technologies provides leading technology and engineering solutions to the DoD, as well as state-of-the-art commercial products. We hire software engineers, web designers, test engineers, systems engineers, systems administrators, database engineers and other tech services. We are an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military/veteran status or other characteristics protected by law."
https://jooble.org/jdp/500830311954475536,Full-Stack Software Engineer,"quadric, Inc","Burlingame, CA","Role 

 Take product requirements and implement features/systems to satisfy those requirements  Provide webplatform support to field application engineers worldwide  Create detailed technical documentation, application notes for new webplatform features  Collaborate with Product and Engineering teams to influence product roadmap based on customer needs  Help troubleshoot complex toolchain issues and develop solutions in collaboration with other Engineering teams 
 Bachelor’s or Master's in computer science or equivalent knowledge  Minimum 5+ years experience working on full-stack web applications  Excellent writing and communication skills  Expertise in Golang  Proficiency in DBMS (PostgreSQL) Experience with caching systems (Redis) Experience describing, building, running and deploying Docker containers  Experience with Linux or Unix based operating systems  Experience with building distributed systems  Experience with maintaining hosting infrastructure  Basic design ability including knowledge of UI/UX and basic prototype design  Experience in front-end technologies (JavaScript, CSS3, HTML5) and third-party libraries (ReactJS) Solid understanding of intermediate git concepts such as branching, rebasing, merge conflict resolution, etc.  Ability to methodically debug problems, relay information to other engineering teams, and test and deploy changes to the webplatform 
 Experience with Python  Experience with Nomad scheduler and orchestrator  Experience developing desktop/CLI applications  Experience managing self-hosted bare-metal compute resources  Knowlege of highlevel AI concepts 

 Competitive salary and meaningful equity  Medical, dental, and vision plan options starting on day one 401(k) retirement plan  Flexible paid time off (unlimited, non-accrual) to support work-life balance  When working in-office, enjoy company-provided lunches and a stocked kitchen  Convenient office location within walking distance of the Caltrain station  Support for commuting, including monthly parking or Caltrain passes  Downtown Burlingame office location, close to shops, cafes, and local amenities  A politics-free, highly collaborative environment where talented people can do their best work and make an immediate impact  The opportunity to build long-term career relationships in a company that values strong personal connections alongside professional excellence"
https://jooble.org/jdp/3556039340056805710,Full Stack Software Engineer,Castle,Remote,"ERROR: Message: no such element: Unable to locate element: {""method"":""css selector"",""selector"":""div.GDU7fA[data-test-name=""_jobDescriptionBlock""]""}
  (Session info: chrome=147.0.7727.101); For documentation on this error, please visit: https://www.selenium.dev/documentation/webdriver/troubleshooting/errors#nosuchelementexception
Stacktrace:
#0 0x565484ab4afa <unknown>
#1 0x5654844b6265 <unknown>
#2 0x565484508f76 <unknown>
#3 0x5654845091b1 <unknown>
#4 0x5654845547d4 <unknown>
#5 0x565484551969 <unknown>
#6 0x5654844fc5cf <unknown>
#7 0x5654844fd391 <unknown>
#8 0x565484a79fdb <unknown>
#9 0x565484a7cf9d <unknown>
#10 0x565484a66798 <unknown>
#11 0x565484a7db30 <unknown>
#12 0x565484a4d210 <unknown>
#13 0x565484aa1d48 <unknown>
#14 0x565484aa1f18 <unknown>
#15 0x565484ab356e <unknown>
#16 0x7f613449caa4 <unknown>
#17 0x7f6134529c6c <unknown>
"
